benchmark,numberOfVariables
FASTJSON-4_1,21
FASTJSON-4_1,21
FASTJSON-4_1,63
FASTJSON-4_1,55
FASTJSON-4_1,0
FASTJSON-4_1,21
FASTJSON-4_1,22
FASTJSON-4_1,45
FASTJSON-4_1,37
FASTJSON-4_1,44
FASTJSON-4_1,24
FASTJSON-4_1,48
FASTJSON-4_1,50
FASTJSON-4_1,8
FASTJSON-4_1,15
FASTJSON-4_1,21
FASTJSON-4_1,10
FASTJSON-4_1,48
FASTJSON-4_1,0
FASTJSON-4_1,97
FASTJSON-4_1,35
FASTJSON-4_1,61
FASTJSON-4_1,34
FASTJSON-4_1,61
FASTJSON-4_1,55
FASTJSON-4_1,106
FASTJSON-4_1,0
FASTJSON-4_1,0
FASTJSON-4_1,0
FASTJSON-4_1,60
FASTJSON-4_1,50
FASTJSON-4_1,35
FASTJSON-4_1,35
FASTJSON-4_1,47
FASTJSON-4_1,0
FASTJSON-4_1,28
FASTJSON-4_1,22
FASTJSON-4_1,42
FASTJSON-4_1,99
FASTJSON-4_1,45
FASTJSON-4_1,0
FASTJSON-4_1,21
FASTJSON-4_1,85
FASTJSON-4_1,0
FASTJSON-4_1,53
FASTJSON-4_1,21
FASTJSON-4_1,50
FASTJSON-4_1,19
FASTJSON-4_1,50
FASTJSON-4_1,29
FASTJSON-4_1,43
FASTJSON-4_1,0
FASTJSON-4_1,14
FASTJSON-4_1,45
FASTJSON-4_1,15
FASTJSON-4_1,77
FASTJSON-4_1,100
FASTJSON-4_1,8
FASTJSON-4_1,11
FASTJSON-4_1,34
FASTJSON-4_1,183
FASTJSON-4_1,0
FASTJSON-4_1,48
FASTJSON-4_1,21
FASTJSON-4_1,58
FASTJSON-4_1,34
FASTJSON-4_1,0
FASTJSON-4_1,38
FASTJSON-4_1,50
FASTJSON-4_1,44
FASTJSON-4_1,8
FASTJSON-4_1,53
FASTJSON-4_1,21
FASTJSON-4_1,21
FASTJSON-4_1,44
FASTJSON-4_1,35
FASTJSON-4_1,37
FASTJSON-4_1,199
SPOON-155_1,4
SPOON-155_1,11
SPOON-155_1,240
SPOON-155_1,205
SPOON-155_1,10
SPOON-155_1,279
SPOON-155_1,596
SPOON-155_1,1176
SPOON-155_1,1060
SPOON-155_1,1103
SPOON-155_1,1186
SPOON-155_1,1131
SPOON-155_1,1129
SPOON-155_1,1060
SPOON-155_1,1195
SPOON-155_1,315
SPOON-155_1,1097
SPOON-155_1,298
SPOON-155_1,101
SPOON-155_1,236
SPOON-155_1,1195
SPOON-155_1,240
SPOON-155_1,1190
SPOON-155_1,243
SPOON-155_1,596
SPOON-155_1,10
SPOON-155_1,578
SPOON-155_1,425
SPOON-155_1,6
SPOON-155_1,615
SPOON-155_1,10
SPOON-155_1,1406
SPOON-155_1,1171
SPOON-155_1,331
SPOON-155_1,1140
SPOON-155_1,13
SPOON-155_1,1165
SPOON-155_1,1176
SPOON-155_1,596
SPOON-155_1,335
SPOON-155_1,8
SPOON-155_1,1248
SPOON-155_1,198
SPOON-155_1,10
SPOON-155_1,1124
SPOON-155_1,10
SPOON-155_1,240
SPOON-155_1,1242
SPOON-155_1,1227
SPOON-155_1,479
SPOON-155_1,6
SPOON-155_1,240
SPOON-155_1,1399
SPOON-155_1,1093
SPOON-155_1,10
SPOON-155_1,218
SPOON-155_1,1718
SPOON-155_1,1721
SPOON-155_1,256
SPOON-155_1,608
SPOON-155_1,1252
SPOON-155_1,247
SPOON-155_1,1143
SPOON-155_1,1406
SPOON-155_1,1402
SPOON-155_1,1397
SPOON-155_1,1087
SPOON-155_1,1747
SPOON-155_1,1176
SPOON-155_1,1730
SPOON-155_1,1712
SPOON-155_1,1725
SPOON-155_1,1696
SPOON-155_1,1747
SPOON-155_1,1747
SPOON-155_1,1757
SPOON-155_1,1698
FASTJSON-31_1,5
FASTJSON-31_1,303
FASTJSON-31_1,85
FASTJSON-31_1,6
FASTJSON-31_1,79
FASTJSON-31_1,198
FASTJSON-31_1,17
FASTJSON-31_1,46
FASTJSON-31_1,63
FASTJSON-31_1,41
FASTJSON-31_1,293
FASTJSON-31_1,33
FASTJSON-31_1,305
FASTJSON-31_1,75
FASTJSON-31_1,293
FASTJSON-31_1,248
FASTJSON-31_1,183
FASTJSON-31_1,225
FASTJSON-31_1,133
FASTJSON-31_1,261
FASTJSON-31_1,27
FASTJSON-31_1,52
FASTJSON-31_1,291
FASTJSON-31_1,75
FASTJSON-31_1,245
FASTJSON-31_1,82
FASTJSON-31_1,76
FASTJSON-31_1,235
FASTJSON-31_1,172
FASTJSON-31_1,87
FASTJSON-31_1,7
FASTJSON-31_1,146
FASTJSON-31_1,235
FASTJSON-31_1,303
FASTJSON-31_1,85
FASTJSON-31_1,5
FASTJSON-31_1,80
FASTJSON-31_1,303
FASTJSON-31_1,240
FASTJSON-31_1,44
FASTJSON-31_1,92
FASTJSON-31_1,68
FASTJSON-31_1,245
FASTJSON-31_1,126
FASTJSON-31_1,88
FASTJSON-31_1,87
FASTJSON-31_1,293
FASTJSON-31_1,4
FASTJSON-31_1,173
FASTJSON-31_1,80
FASTJSON-31_1,234
FASTJSON-31_1,161
FASTJSON-31_1,12
FASTJSON-31_1,97
FASTJSON-31_1,86
FASTJSON-31_1,35
FASTJSON-31_1,30
FASTJSON-31_1,7
FASTJSON-31_1,66
FASTJSON-31_1,77
FASTJSON-31_1,293
FASTJSON-31_1,240
FASTJSON-31_1,178
FASTJSON-31_1,85
FASTJSON-31_1,235
FASTJSON-31_1,74
FASTJSON-31_1,123
FASTJSON-31_1,293
FASTJSON-31_1,74
FASTJSON-31_1,77
FASTJSON-31_1,128
FASTJSON-31_1,57
FASTJSON-31_1,74
FASTJSON-31_1,296
FASTJSON-31_1,201
FASTJSON-31_1,228
FASTJSON-31_1,230
FASTJSON-31_1,234
FASTJSON-31_1,55
FASTJSON-31_1,303
FASTJSON-31_1,301
GUAVA-114_1,21
GUAVA-114_1,342
GUAVA-114_1,14
GUAVA-114_1,378
GUAVA-114_1,213
GUAVA-114_1,314
GUAVA-114_1,114
GUAVA-114_1,69
GUAVA-114_1,41
GUAVA-114_1,478
GUAVA-114_1,661
GUAVA-114_1,381
GUAVA-114_1,670
GUAVA-114_1,414
GUAVA-114_1,30
GUAVA-114_1,122
GUAVA-114_1,802
GUAVA-114_1,445
GUAVA-114_1,205
GUAVA-114_1,622
GUAVA-114_1,206
GUAVA-114_1,13
GUAVA-114_1,794
GUAVA-114_1,250
GUAVA-114_1,437
GUAVA-114_1,1114
GUAVA-114_1,826
GUAVA-114_1,886
GUAVA-114_1,1130
GUAVA-114_1,493
GUAVA-114_1,274
GUAVA-114_1,200
GUAVA-114_1,1206
GUAVA-114_1,5
GUAVA-114_1,173
GUAVA-114_1,247
GUAVA-114_1,1122
GUAVA-114_1,7
GUAVA-114_1,410
GUAVA-114_1,38
GUAVA-114_1,1366
GUAVA-114_1,1118
GUAVA-114_1,1162
GUAVA-114_1,157
GUAVA-114_1,386
GUAVA-114_1,118
GUAVA-114_1,330
GUAVA-114_1,1398
GUAVA-114_1,298
GUAVA-114_1,138
GUAVA-114_1,142
GUAVA-114_1,18
GUAVA-114_1,405
GUAVA-114_1,1010
GUAVA-114_1,1098
GUAVA-114_1,286
GUAVA-114_1,434
GUAVA-114_1,693
GUAVA-114_1,534
GUAVA-114_1,1338
GUAVA-114_1,829
GUAVA-114_1,98
GUAVA-114_1,634
GUAVA-114_1,277
GUAVA-114_1,246
GUAVA-114_1,973
GUAVA-114_1,54
GUAVA-114_1,1142
GUAVA-114_1,1466
GUAVA-114_1,1485
GUAVA-114_1,669
GUAVA-114_1,930
GUAVA-114_1,1202
GUAVA-114_1,90
GUAVA-114_1,1298
GUAVA-114_1,357
GUAVA-114_1,402
GUAVA-114_1,93
GUAVA-114_1,26
GUAVA-114_1,1734
GUAVA-114_1,94
GUAVA-114_1,53
GUAVA-114_1,694
GUAVA-114_1,450
GUAVA-114_1,374
GUAVA-114_1,242
GUAVA-114_1,59
GUAVA-114_1,22
GUAVA-114_1,334
GUAVA-114_1,119
GUAVA-114_1,1549
GUAVA-114_1,170
GUAVA-114_1,1854
GUAVA-114_1,621
GUAVA-114_1,1458
GUAVA-114_1,174
GUAVA-114_1,214
GUAVA-114_1,135
GUAVA-114_1,1154
GUAVA-114_1,77
GUAVA-114_1,213
GUAVA-114_1,878
GUAVA-114_1,346
GUAVA-114_1,1922
GUAVA-114_1,758
GUAVA-114_1,509
GUAVA-114_1,1173
GUAVA-114_1,1997
GUAVA-114_1,594
GUAVA-114_1,2014
GUAVA-114_1,950
GUAVA-114_1,666
GUAVA-114_1,1389
GUAVA-114_1,186
GUAVA-114_1,5
GUAVA-114_1,230
GUAVA-114_1,290
GUAVA-114_1,1133
GUAVA-114_1,110
GUAVA-114_1,454
GUAVA-114_1,714
GUAVA-114_1,382
GUAVA-114_1,466
GUAVA-114_1,474
GUAVA-114_1,1309
GUAVA-114_1,774
GUAVA-114_1,322
GUAVA-114_1,253
GUAVA-114_1,237
GUAVA-114_1,989
GUAVA-114_1,782
GUAVA-114_1,1290
GUAVA-114_1,954
GUAVA-114_1,86
GUAVA-114_1,5
GUAVA-114_1,78
GUAVA-114_1,1662
GUAVA-114_1,1253
GUAVA-114_1,1141
GUAVA-114_1,1061
GUAVA-114_1,4
GUAVA-114_1,818
GUAVA-114_1,845
GUAVA-114_1,229
GUAVA-114_1,1622
GUAVA-114_1,306
GUAVA-114_1,390
GUAVA-114_1,70
GUAVA-114_1,469
GUAVA-114_1,997
GUAVA-114_1,1678
GUAVA-114_1,686
GUAVA-114_1,397
GUAVA-114_1,706
GUAVA-114_1,141
GUAVA-114_1,490
GUAVA-114_1,1074
GUAVA-114_1,165
GUAVA-114_1,1677
GUAVA-114_1,350
GUAVA-114_1,106
GUAVA-114_1,133
GUAVA-114_1,573
GUAVA-114_1,88
GUAVA-114_1,5
GUAVA-114_1,2002
GUAVA-114_1,1965
GUAVA-114_1,918
GUAVA-114_1,1501
GUAVA-114_1,1421
GUAVA-114_1,554
GUAVA-114_1,882
GUAVA-114_1,162
GUAVA-114_1,278
GUAVA-114_1,270
GUAVA-114_1,429
GUAVA-114_1,153
GUAVA-114_1,29
GUAVA-114_1,1210
GUAVA-114_1,222
GUAVA-114_1,338
GUAVA-114_1,1474
GUAVA-114_1,1534
GUAVA-114_1,318
GUAVA-114_1,922
GUAVA-114_1,1822
GUAVA-114_1,333
GUAVA-114_1,413
GUAVA-114_1,790
GUAVA-114_1,1797
GUAVA-114_1,1562
GUAVA-114_1,1574
GUAVA-114_1,854
GUAVA-114_1,461
GUAVA-114_1,2013
GUAVA-114_1,418
GUAVA-114_1,506
GUAVA-114_1,82
GUAVA-114_1,234
GUAVA-114_1,1885
GUAVA-114_1,962
GUAVA-114_1,1013
GUAVA-114_1,2581
GUAVA-114_1,789
GUAVA-114_1,1666
GUAVA-114_1,197
GUAVA-114_1,150
GUAVA-114_1,1365
GUAVA-114_1,1774
GUAVA-114_1,130
GUAVA-114_1,1578
GUAVA-114_1,1782
GUAVA-114_1,262
GUAVA-114_1,182
GUAVA-114_1,1974
GUAVA-114_1,1630
GUAVA-114_1,310
GUAVA-114_1,530
GUAVA-114_1,341
GUAVA-114_1,373
GUAVA-114_1,182
GUAVA-114_1,2046
GUAVA-114_1,1693
GUAVA-114_1,1333
GUAVA-114_1,966
GUAVA-114_1,1358
GUAVA-114_1,2010
GUAVA-114_1,1362
GUAVA-114_1,2690
GUAVA-114_1,1886
GUAVA-114_1,1469
GUAVA-114_1,1949
GUAVA-114_1,1542
GUAVA-114_1,1701
GUAVA-114_1,453
GUAVA-114_1,917
GUAVA-114_1,13
GUAVA-114_1,398
GUAVA-114_1,1277
GUAVA-114_1,389
GUAVA-114_1,1746
GUAVA-114_1,1478
GUAVA-114_1,733
GUAVA-114_1,117
GUAVA-114_1,2886
GUAVA-114_1,45
GUAVA-114_1,485
GUAVA-114_1,202
GUAVA-114_1,598
GUAVA-114_1,2438
GUAVA-114_1,3125
GUAVA-114_1,46
GUAVA-114_1,166
GUAVA-114_1,1502
GUAVA-114_1,2446
GUAVA-114_1,510
GUAVA-114_1,126
GUAVA-114_1,1422
GUAVA-114_1,430
GUAVA-114_1,309
GUAVA-114_1,1237
GUAVA-114_1,266
GUAVA-114_1,842
GUAVA-114_1,438
GUAVA-114_1,814
GUAVA-114_1,986
GUAVA-114_1,874
GUAVA-114_1,2038
GUAVA-114_1,1029
GUAVA-114_1,294
GUAVA-114_1,9
GUAVA-114_1,762
GUAVA-114_1,958
GUAVA-114_1,702
GUAVA-114_1,7
GUAVA-114_1,562
GUAVA-114_1,613
GUAVA-114_1,210
GUAVA-114_1,998
GUAVA-114_1,34
GUAVA-114_1,574
GUAVA-114_1,893
GUAVA-114_1,1046
GUAVA-114_1,426
GUAVA-114_1,276
GUAVA-114_1,58
GUAVA-114_1,1950
GUAVA-114_1,514
GUAVA-114_1,366
GUAVA-114_1,1450
GUAVA-114_1,458
GUAVA-114_1,301
GUAVA-114_1,462
GUAVA-114_1,701
GUAVA-114_1,317
GUAVA-114_1,3118
GUAVA-114_1,578
GUAVA-114_1,1294
GUAVA-114_1,1818
GUAVA-114_1,1126
GUAVA-114_1,421
GUAVA-114_1,442
GUAVA-114_1,134
GUAVA-114_1,1454
GUAVA-114_1,2045
GUAVA-114_1,1858
GUAVA-114_1,302
GUAVA-114_1,354
GUAVA-114_1,2022
GUAVA-114_1,941
GUAVA-114_1,722
GUAVA-114_1,618
GUAVA-114_1,589
GUAVA-114_1,1158
GUAVA-114_1,830
GUAVA-114_1,1610
GUAVA-114_1,974
GUAVA-114_1,307
GUAVA-114_1,261
GUAVA-114_1,6
GUAVA-114_1,294
GUAVA-114_1,1018
GUAVA-114_1,470
GUAVA-114_1,7
GUAVA-114_1,269
GUAVA-114_1,858
GUAVA-114_1,957
GUAVA-114_1,646
GUAVA-114_1,293
GUAVA-114_1,5
GUAVA-114_1,630
GUAVA-114_1,238
GUAVA-114_1,674
GUAVA-114_1,406
GUAVA-114_1,542
GUAVA-114_1,1654
GUAVA-114_1,658
GUAVA-114_1,8
GUAVA-114_1,258
GUAVA-114_1,221
GUAVA-114_1,642
GUAVA-114_1,486
GUAVA-114_1,365
GUAVA-114_1,766
GUAVA-114_1,358
GUAVA-114_1,106
GUAVA-114_1,446
GUAVA-114_1,1898
GUAVA-114_1,1706
GUAVA-114_1,1278
GUAVA-114_1,74
GUAVA-114_1,2274
GUAVA-114_1,85
GUAVA-114_1,66
GUAVA-114_1,260
GUAVA-114_1,770
GUAVA-114_1,218
GUAVA-114_1,1914
GUAVA-114_1,501
GUAVA-114_1,909
GUAVA-114_1,3430
GUAVA-114_1,189
GUAVA-114_1,326
GUAVA-114_1,9
GUAVA-114_1,158
GUAVA-114_1,862
GUAVA-114_1,37
GUAVA-114_1,1850
GUAVA-114_1,482
GUAVA-114_1,1482
GUAVA-114_1,166
GUAVA-114_1,477
GUAVA-114_1,362
GUAVA-114_1,1418
GUAVA-114_1,914
GUAVA-114_1,870
GUAVA-114_1,3026
GUAVA-114_1,194
GUAVA-114_1,1213
GUAVA-114_1,605
GUAVA-114_1,2594
GUAVA-114_1,1014
GUAVA-114_1,2490
GUAVA-114_1,502
GUAVA-114_1,517
GUAVA-114_1,349
GUAVA-114_1,1381
GUAVA-114_1,1314
GUAVA-114_1,901
GUAVA-114_1,245
GUAVA-114_1,1930
GUAVA-114_1,325
GUAVA-114_1,1778
GUAVA-114_1,125
GUAVA-114_1,101
GUAVA-114_1,154
GUAVA-114_1,1006
GUAVA-114_1,198
GUAVA-114_1,1330
GUAVA-114_1,1994
GUAVA-114_1,62
GUAVA-114_1,1102
GUAVA-114_1,370
GUAVA-114_1,146
GUAVA-114_1,494
GUAVA-114_1,1430
GUAVA-114_1,1226
GUAVA-114_1,190
GUAVA-114_1,422
GUAVA-114_1,742
GUAVA-114_1,72
GUAVA-114_1,285
GUAVA-114_1,394
GUAVA-114_1,1906
GUAVA-114_1,3645
GUAVA-114_1,50
GUAVA-114_1,1733
GUAVA-114_1,525
GUAVA-114_1,3866
GUAVA-114_1,1973
GUAVA-114_1,925
GUAVA-114_1,181
GUAVA-114_1,109
GUAVA-114_1,1178
GUAVA-114_1,978
GUAVA-114_1,42
GUAVA-114_1,1302
GUAVA-114_1,1174
GUAVA-114_1,4
GUAVA-114_1,965
GUAVA-114_1,717
GUAVA-114_1,102
GUAVA-114_1,9
GUAVA-114_1,149
GUAVA-114_1,2514
GUAVA-114_1,610
GUAVA-114_1,498
GUAVA-114_1,178
GUAVA-114_1,282
GUAVA-114_1,229
GUAVA-114_1,1982
GUAVA-114_1,2802
GUAVA-114_1,850
GUAVA-114_1,254
GUAVA-114_1,61
GUAVA-114_1,226
GUAVA-114_1,1602
GUAVA-114_1,837
GUAVA-114_1,4022
GUAVA-114_1,1334
GUAVA-114_1,3709
GUAVA-114_1,3405
GUAVA-114_1,1306
GUAVA-114_1,3978
GUAVA-114_1,1694
GUAVA-114_1,2053
GUAVA-114_1,2541
GUAVA-114_1,3682
GUAVA-114_1,2914
GUAVA-114_1,3997
GUAVA-114_1,3469
SPOON-103_1,4
SPOON-103_1,12
SPOON-103_1,4
SPOON-103_1,107
SPOON-103_1,4
SPOON-103_1,4
SPOON-103_1,20
SPOON-103_1,158
SPOON-103_1,160
SPOON-103_1,615
SPOON-103_1,725
SPOON-103_1,596
SPOON-103_1,664
SPOON-103_1,667
SPOON-103_1,629
SPOON-103_1,629
SPOON-103_1,594
SPOON-103_1,631
SPOON-103_1,725
SPOON-103_1,685
SPOON-103_1,699
SPOON-103_1,720
SPOON-103_1,701
GUAVA-6_1,32
GUAVA-6_1,31
GUAVA-6_1,34
GUAVA-6_1,37
GUAVA-6_1,6
GUAVA-6_1,24
GUAVA-6_1,89
GUAVA-6_1,9
GUAVA-6_1,6
GUAVA-6_1,7
GUAVA-6_1,3
GUAVA-6_1,4
GUAVA-6_1,8
GUAVA-6_1,38
GUAVA-6_1,3
GUAVA-6_1,3
GUAVA-6_1,32
GUAVA-6_1,37
GUAVA-6_1,40
GUAVA-6_1,5
GUAVA-6_1,128
GUAVA-6_1,6
GUAVA-6_1,41
GUAVA-6_1,7
GUAVA-6_1,83
GUAVA-6_1,192
GUAVA-6_1,33
GUAVA-6_1,34
GUAVA-6_1,35
GUAVA-6_1,4
GUAVA-6_1,11
GUAVA-6_1,136
GUAVA-6_1,37
GUAVA-6_1,13
GUAVA-6_1,6
GUAVA-6_1,33
GUAVA-6_1,9
GUAVA-6_1,138
GUAVA-6_1,41
GUAVA-6_1,3
GUAVA-6_1,32
GUAVA-6_1,263
GUAVA-6_1,6
GUAVA-6_1,37
GUAVA-6_1,8
GUAVA-6_1,35
GUAVA-6_1,37
GUAVA-6_1,3
GUAVA-6_1,5
GUAVA-6_1,7
GUAVA-6_1,263
GUAVA-6_1,32
GUAVA-6_1,3
GUAVA-6_1,6
GUAVA-6_1,39
GUAVA-6_1,30
GUAVA-6_1,92
GUAVA-6_1,203
GUAVA-6_1,8
GUAVA-6_1,170
GUAVA-6_1,91
GUAVA-6_1,46
GUAVA-6_1,3
GUAVA-6_1,32
GUAVA-6_1,34
GUAVA-6_1,5
GUAVA-6_1,37
GUAVA-6_1,9
GUAVA-6_1,6
GUAVA-6_1,36
GUAVA-6_1,32
GUAVA-6_1,34
GUAVA-6_1,41
GUAVA-6_1,5
GUAVA-6_1,41
GUAVA-6_1,137
GUAVA-6_1,7
GUAVA-6_1,37
GUAVA-6_1,32
GUAVA-6_1,203
GUAVA-6_1,37
GUAVA-6_1,9
GUAVA-6_1,8
GUAVA-6_1,3
GUAVA-6_1,36
GUAVA-6_1,34
GUAVA-6_1,41
GUAVA-6_1,3
GUAVA-6_1,41
GUAVA-6_1,9
GUAVA-6_1,263
GUAVA-6_1,8
GUAVA-6_1,35
GUAVA-6_1,193
GUAVA-6_1,4
GUAVA-6_1,31
GUAVA-6_1,37
GUAVA-6_1,47
GUAVA-6_1,9
GUAVA-6_1,7
GUAVA-6_1,37
GUAVA-6_1,3
GUAVA-6_1,3
GUAVA-6_1,9
GUAVA-6_1,6
GUAVA-6_1,3
GUAVA-6_1,34
GUAVA-6_1,4
GUAVA-6_1,169
GUAVA-6_1,147
GUAVA-6_1,34
GUAVA-6_1,9
GUAVA-6_1,37
GUAVA-6_1,42
GUAVA-6_1,9
GUAVA-6_1,10
GUAVA-6_1,8
GUAVA-6_1,10
GUAVA-6_1,9
GUAVA-6_1,76
GUAVA-6_1,37
GUAVA-6_1,32
GUAVA-6_1,45
GUAVA-6_1,79
GUAVA-6_1,137
GUAVA-6_1,3
GUAVA-6_1,41
GUAVA-6_1,3
GUAVA-6_1,147
GUAVA-6_1,35
GUAVA-6_1,9
GUAVA-6_1,202
GUAVA-6_1,146
GUAVA-6_1,3
GUAVA-6_1,263
GUAVA-6_1,193
GUAVA-6_1,265
GUAVA-6_1,263
