benchmark,file,result,numberOfVariables,reps,numberOfClauses,height,ucNumberOfVariables,ucReps,ucNumberOfClauses,ucHeight
FASTJSON-59_1,smt-67,SAT,57,12,96,8,0,0,0,0
FASTJSON-59_1,smt-69,SAT,34,22,67,8,0,0,0,0
FASTJSON-59_1,smt-77,SAT,11,17,28,8,0,0,0,0
FASTJSON-59_1,smt-74,SAT,47,24,87,8,0,0,0,0
FASTJSON-59_1,smt-8,SAT,11,17,28,8,0,0,0,0
FASTJSON-59_1,smt-79,SAT,32,18,60,8,0,0,0,0
FASTJSON-59_1,smt-76,SAT,94,12,155,8,0,0,0,0
FASTJSON-59_1,smt-82,SAT,16,17,34,8,0,0,0,0
FASTJSON-59_1,smt-78,SAT,59,12,100,8,0,0,0,0
FASTJSON-59_1,smt-81,SAT,47,12,81,8,0,0,0,0
FASTJSON-59_1,smt-41,SAT,11,17,28,8,0,0,0,0
FASTJSON-59_1,smt-80,SAT,96,12,159,8,0,0,0,0
FASTJSON-59_1,smt-99,SAT,56,29,102,8,0,0,0,0
FASTJSON-59_1,smt-24,SAT,58,30,107,8,0,0,0,0
FASTJSON-59_1,smt-85,UNSAT,11,17,25,8,2,2,3,3
FASTJSON-59_1,smt-75,SAT,60,12,102,8,0,0,0,0
FASTJSON-59_1,smt-83,SAT,50,25,91,8,0,0,0,0
FASTJSON-59_1,smt-84,SAT,60,29,109,8,0,0,0,0
FASTJSON-59_1,smt-57,SAT,93,12,153,8,0,0,0,0
FASTJSON-59_1,smt-86,SAT,38,23,72,8,0,0,0,0
FASTJSON-59_1,smt-68,SAT,46,26,87,8,0,0,0,0
FASTJSON-59_1,smt-88,SAT,14,17,32,8,0,0,0,0
FASTJSON-59_1,smt-90,SAT,4,11,10,8,0,0,0,0
FASTJSON-59_1,smt-9,SAT,26,17,49,8,0,0,0,0
FASTJSON-59_1,smt-87,SAT,62,31,112,8,0,0,0,0
FASTJSON-59_1,smt-91,SAT,30,17,55,8,0,0,0,0
FASTJSON-59_1,smt-95,SAT,6,9,11,8,0,0,0,0
FASTJSON-59_1,smt-92,SAT,32,21,62,8,0,0,0,0
FASTJSON-59_1,smt-97,SAT,3,9,8,8,0,0,0,0
FASTJSON-59_1,smt-98,SAT,9,17,24,8,0,0,0,0
FASTJSON-59_1,smt-93,SAT,40,21,73,8,0,0,0,0
FASTJSON-59_1,smt-96,SAT,26,19,52,8,0,0,0,0
FASTJSON-59_1,smt-94,SAT,45,23,82,8,0,0,0,0
FASTJSON-59_1,smt-71,SAT,107,12,176,8,0,0,0,0
FASTJSON-59_1,smt-89,SAT,20,17,42,8,0,0,0,0
FASTJSON-64_1,smt-12,SAT,6,13,14,8,0,0,0,0
FASTJSON-64_1,smt-13,SAT,10,34,29,9,0,0,0,0
FASTJSON-64_1,smt-15,SAT,7,24,22,9,0,0,0,0
FASTJSON-64_1,smt-16,UNSAT,10,36,31,9,2,2,3,3
FASTJSON-64_1,smt-17,SAT,7,24,22,9,0,0,0,0
FASTJSON-64_1,smt-11,SAT,21,75,56,9,0,0,0,0
FASTJSON-64_1,smt-14,SAT,21,75,56,9,0,0,0,0
FASTJSON-64_1,smt-19,SAT,24,87,66,9,0,0,0,0
FASTJSON-64_1,smt-2,SAT,5,13,13,8,0,0,0,0
FASTJSON-64_1,smt-23,SAT,7,20,18,9,0,0,0,0
FASTJSON-64_1,smt-24,SAT,5,19,15,9,0,0,0,0
FASTJSON-64_1,smt-18,SAT,24,87,66,9,0,0,0,0
FASTJSON-64_1,smt-20,SAT,24,87,66,9,0,0,0,0
FASTJSON-64_1,smt-21,SAT,24,87,66,9,0,0,0,0
FASTJSON-64_1,smt-9,SAT,10,27,23,9,0,0,0,0
FASTJSON-64_1,smt-10,SAT,5,19,15,9,0,0,0,0
FASTJSON-64_1,smt-1,SAT,8,21,20,9,0,0,0,0
FASTJSON-64_1,smt-28,UNSAT,7,22,20,9,6,2,6,3
FASTJSON-64_1,smt-25,SAT,24,87,66,9,0,0,0,0
FASTJSON-64_1,smt-26,SAT,24,87,66,9,0,0,0,0
FASTJSON-64_1,smt-29,SAT,7,27,20,9,0,0,0,0
FASTJSON-64_1,smt-3,SAT,7,20,18,9,0,0,0,0
FASTJSON-64_1,smt-31,SAT,5,19,15,9,0,0,0,0
FASTJSON-64_1,smt-5,SAT,8,19,18,9,0,0,0,0
FASTJSON-64_1,smt-32,UNSAT,24,85,64,9,6,2,6,4
FASTJSON-64_1,smt-30,UNSAT,24,85,64,9,6,2,6,4
FASTJSON-64_1,smt-7,UNSAT,12,43,36,9,4,2,5,4
FASTJSON-64_1,smt-8,SAT,8,19,18,9,0,0,0,0
FASTJSON-64_1,smt-6,SAT,21,75,56,9,0,0,0,0
FASTJSON-64_1,smt-27,UNSAT,7,22,20,9,6,2,6,4
FASTJSON-64_1,smt-4,UNSAT,203,1455,816,39,3,2,4,4
FASTJSON-64_1,smt-22,SAT,200,1455,812,39,0,0,0,0
FASTJSON-72_1,smt-11,SAT,7,22,20,9,0,0,0,0
FASTJSON-72_1,smt-13,SAT,11,22,24,9,0,0,0,0
FASTJSON-72_1,smt-14,SAT,11,22,24,9,0,0,0,0
FASTJSON-72_1,smt-12,SAT,10,27,25,9,0,0,0,0
FASTJSON-72_1,smt-16,SAT,11,24,26,9,0,0,0,0
FASTJSON-72_1,smt-17,SAT,9,27,25,9,0,0,0,0
FASTJSON-72_1,smt-18,SAT,14,24,30,9,0,0,0,0
FASTJSON-72_1,smt-19,SAT,17,29,35,9,0,0,0,0
FASTJSON-72_1,smt-21,SAT,4,12,13,8,0,0,0,0
FASTJSON-72_1,smt-22,SAT,18,24,34,9,0,0,0,0
FASTJSON-72_1,smt-20,SAT,14,29,31,9,0,0,0,0
FASTJSON-72_1,smt-15,SAT,17,24,34,9,0,0,0,0
FASTJSON-72_1,smt-23,SAT,18,24,34,9,0,0,0,0
FASTJSON-72_1,smt-24,SAT,15,24,30,9,0,0,0,0
FASTJSON-72_1,smt-2,UNSAT,25,58,95,20,3,3,5,3
FASTJSON-72_1,smt-10,UNSAT,16,27,35,9,2,2,3,3
FASTJSON-72_1,smt-1,UNSAT,33,90,139,22,3,3,5,3
FASTJSON-72_1,smt-30,SAT,8,29,25,9,0,0,0,0
FASTJSON-72_1,smt-32,SAT,15,24,30,9,0,0,0,0
FASTJSON-72_1,smt-3,UNSAT,29,70,116,22,3,3,5,3
FASTJSON-72_1,smt-25,UNSAT,78,130,258,49,3,3,5,4
FASTJSON-72_1,smt-36,SAT,9,22,22,9,0,0,0,0
FASTJSON-72_1,smt-26,UNSAT,86,195,302,49,3,3,5,4
FASTJSON-72_1,smt-35,UNSAT,83,195,298,49,3,3,5,4
FASTJSON-72_1,smt-31,UNSAT,75,130,254,49,3,3,5,4
FASTJSON-72_1,smt-29,UNSAT,90,232,326,49,3,3,5,4
FASTJSON-72_1,smt-38,UNSAT,28,24,62,9,5,3,6,4
FASTJSON-72_1,smt-37,SAT,36,27,84,9,0,0,0,0
FASTJSON-72_1,smt-39,SAT,19,29,39,9,0,0,0,0
FASTJSON-72_1,smt-33,UNSAT,79,161,275,49,3,3,5,4
FASTJSON-72_1,smt-41,SAT,25,24,41,9,0,0,0,0
FASTJSON-72_1,smt-45,SAT,16,24,32,9,0,0,0,0
FASTJSON-72_1,smt-40,UNSAT,31,24,66,9,5,3,6,4
FASTJSON-72_1,smt-42,SAT,21,31,59,9,0,0,0,0
FASTJSON-72_1,smt-44,SAT,35,28,94,9,0,0,0,0
FASTJSON-72_1,smt-27,SAT,4,12,13,8,0,0,0,0
FASTJSON-72_1,smt-4,UNSAT,37,115,163,22,3,3,5,4
FASTJSON-72_1,smt-49,UNSAT,31,24,66,9,5,3,6,4
FASTJSON-72_1,smt-5,SAT,10,27,26,9,0,0,0,0
FASTJSON-72_1,smt-47,UNSAT,45,32,108,9,5,3,6,4
FASTJSON-72_1,smt-34,UNSAT,87,232,322,49,3,3,5,4
FASTJSON-72_1,smt-48,SAT,45,32,108,9,0,0,0,0
FASTJSON-72_1,smt-50,UNSAT,31,24,66,9,5,3,6,4
FASTJSON-72_1,smt-51,UNSAT,35,28,94,9,3,2,4,4
FASTJSON-72_1,smt-52,UNSAT,28,29,63,9,5,3,6,4
FASTJSON-72_1,smt-54,SAT,32,28,90,9,0,0,0,0
FASTJSON-72_1,smt-55,UNSAT,40,28,103,9,3,2,4,4
FASTJSON-72_1,smt-28,UNSAT,82,161,279,49,3,3,5,4
FASTJSON-72_1,smt-61,UNSAT,38,28,98,9,3,2,4,4
FASTJSON-72_1,smt-59,UNSAT,66,31,181,9,3,2,4,4
FASTJSON-72_1,smt-60,SAT,63,31,177,9,0,0,0,0
FASTJSON-72_1,smt-46,SAT,13,24,28,9,0,0,0,0
FASTJSON-72_1,smt-62,SAT,42,30,99,9,0,0,0,0
FASTJSON-72_1,smt-53,UNSAT,110,161,362,49,3,3,5,4
FASTJSON-72_1,smt-64,SAT,28,29,63,9,0,0,0,0
FASTJSON-72_1,smt-57,UNSAT,106,130,341,49,3,3,5,4
FASTJSON-72_1,smt-56,UNSAT,114,195,385,49,3,3,5,4
FASTJSON-72_1,smt-65,SAT,27,24,60,9,0,0,0,0
FASTJSON-72_1,smt-66,UNSAT,28,24,62,9,5,3,6,4
FASTJSON-72_1,smt-69,UNSAT,29,24,62,9,5,3,6,4
FASTJSON-72_1,smt-7,UNSAT,14,27,32,9,2,2,3,3
FASTJSON-72_1,smt-68,UNSAT,31,24,66,9,5,3,6,4
FASTJSON-72_1,smt-71,SAT,19,24,38,9,0,0,0,0
FASTJSON-72_1,smt-70,UNSAT,29,24,62,9,5,3,6,4
FASTJSON-72_1,smt-67,UNSAT,60,30,149,9,2,2,3,2
FASTJSON-72_1,smt-58,UNSAT,118,232,409,49,3,3,5,4
FASTJSON-72_1,smt-72,UNSAT,27,24,60,9,5,3,6,4
FASTJSON-72_1,smt-74,SAT,15,31,44,9,0,0,0,0
FASTJSON-72_1,smt-76,UNSAT,29,24,62,9,5,3,6,4
FASTJSON-72_1,smt-73,UNSAT,45,29,100,9,3,2,4,4
FASTJSON-72_1,smt-75,UNSAT,34,28,92,9,3,2,4,4
FASTJSON-72_1,smt-9,SAT,8,27,23,9,0,0,0,0
FASTJSON-72_1,smt-43,UNSAT,28,29,63,9,5,3,6,4
FASTJSON-72_1,smt-94,SAT,49,34,136,9,0,0,0,0
FASTJSON-72_1,smt-77,UNSAT,29,24,62,9,5,3,6,4
FASTJSON-72_1,smt-78,UNSAT,31,24,66,9,5,3,6,4
FASTJSON-72_1,smt-79,UNSAT,28,29,63,9,5,3,6,4
FASTJSON-72_1,smt-80,UNSAT,45,32,108,9,5,2,5,3
FASTJSON-72_1,smt-82,UNSAT,28,24,62,9,5,3,6,4
FASTJSON-72_1,smt-81,UNSAT,45,32,108,9,5,3,6,4
FASTJSON-72_1,smt-63,UNSAT,52,34,140,9,3,2,4,4
FASTJSON-72_1,smt-83,UNSAT,29,24,62,9,5,3,6,4
FASTJSON-72_1,smt-85,SAT,20,24,38,9,0,0,0,0
FASTJSON-72_1,smt-84,SAT,44,31,104,9,0,0,0,0
FASTJSON-72_1,smt-86,SAT,29,24,62,9,0,0,0,0
FASTJSON-72_1,smt-88,SAT,29,24,62,9,0,0,0,0
FASTJSON-72_1,smt-89,UNSAT,29,24,62,9,5,3,6,4
FASTJSON-72_1,smt-87,UNSAT,37,29,98,9,7,2,7,4
FASTJSON-72_1,smt-90,UNSAT,28,29,63,9,5,3,6,4
FASTJSON-72_1,smt-8,UNSAT,12,27,29,9,2,2,3,3
FASTJSON-72_1,smt-92,SAT,28,29,63,9,0,0,0,0
FASTJSON-72_1,smt-91,UNSAT,60,30,149,9,2,2,3,2
FASTJSON-72_1,smt-93,UNSAT,45,32,108,9,5,2,5,3
FASTJSON-72_1,smt-6,UNSAT,202,1455,814,39,3,2,4,4
FASTJSON-79_1,smt-102,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-107,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-12,UNSAT,43,142,124,13,5,2,5,5
FASTJSON-79_1,smt-11,UNSAT,46,142,127,13,5,2,5,5
FASTJSON-79_1,smt-106,UNSAT,61,208,173,13,5,2,5,5
FASTJSON-79_1,smt-111,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-104,UNSAT,72,232,197,15,5,2,5,5
FASTJSON-79_1,smt-108,UNSAT,71,232,195,15,5,2,6,3
FASTJSON-79_1,smt-103,UNSAT,83,264,226,15,5,2,5,5
FASTJSON-79_1,smt-101,UNSAT,84,264,228,15,5,2,5,5
FASTJSON-79_1,smt-105,UNSAT,84,264,228,15,5,2,5,5
FASTJSON-79_1,smt-1,SAT,3,9,8,8,0,0,0,0
FASTJSON-79_1,smt-109,UNSAT,52,168,146,13,5,2,5,5
FASTJSON-79_1,smt-110,UNSAT,40,137,117,13,5,2,5,5
FASTJSON-79_1,smt-112,UNSAT,65,215,181,13,5,2,5,5
FASTJSON-79_1,smt-113,UNSAT,65,215,181,13,5,2,5,5
FASTJSON-79_1,smt-13,UNSAT,78,239,209,15,5,2,5,5
FASTJSON-79_1,smt-15,UNSAT,74,237,202,15,5,2,5,5
FASTJSON-79_1,smt-17,UNSAT,43,142,124,13,5,2,5,5
FASTJSON-79_1,smt-10,UNSAT,78,239,209,15,5,2,5,5
FASTJSON-79_1,smt-18,UNSAT,43,142,124,13,5,2,5,5
FASTJSON-79_1,smt-100,UNSAT,71,232,195,15,5,2,6,3
FASTJSON-79_1,smt-2,UNSAT,22,68,59,13,2,3,3,4
FASTJSON-79_1,smt-20,UNSAT,46,142,127,13,5,2,5,5
FASTJSON-79_1,smt-21,UNSAT,46,142,127,13,5,2,5,5
FASTJSON-79_1,smt-19,UNSAT,78,239,209,15,5,2,5,5
FASTJSON-79_1,smt-24,UNSAT,43,142,124,13,5,2,5,5
FASTJSON-79_1,smt-25,UNSAT,46,142,127,13,5,2,5,5
FASTJSON-79_1,smt-22,UNSAT,74,237,202,15,5,2,5,5
FASTJSON-79_1,smt-23,UNSAT,78,239,209,15,5,2,5,5
FASTJSON-79_1,smt-26,UNSAT,74,237,202,15,5,2,5,5
FASTJSON-79_1,smt-14,UNSAT,43,142,124,13,5,2,5,5
FASTJSON-79_1,smt-31,UNSAT,52,168,146,13,5,2,5,5
FASTJSON-79_1,smt-27,UNSAT,78,239,209,15,5,2,5,5
FASTJSON-79_1,smt-28,UNSAT,75,237,204,15,5,2,5,5
FASTJSON-79_1,smt-37,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-32,UNSAT,61,208,173,13,5,2,5,5
FASTJSON-79_1,smt-16,UNSAT,46,142,127,13,5,2,5,5
FASTJSON-79_1,smt-34,UNSAT,48,148,132,13,5,2,5,5
FASTJSON-79_1,smt-41,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-4,SAT,7,13,15,8,0,0,0,0
FASTJSON-79_1,smt-43,UNSAT,4,10,10,8,3,2,4,3
FASTJSON-79_1,smt-44,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-35,UNSAT,83,264,226,15,5,2,5,5
FASTJSON-79_1,smt-36,UNSAT,75,237,204,15,5,2,5,5
FASTJSON-79_1,smt-38,UNSAT,52,168,146,13,5,2,5,5
FASTJSON-79_1,smt-40,UNSAT,48,148,132,13,5,2,5,5
FASTJSON-79_1,smt-42,UNSAT,41,137,119,13,5,2,5,5
FASTJSON-79_1,smt-48,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-3,UNSAT,22,68,59,13,2,3,3,4
FASTJSON-79_1,smt-33,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-39,UNSAT,75,237,204,15,5,2,5,5
FASTJSON-79_1,smt-49,UNSAT,41,137,119,13,5,2,5,5
FASTJSON-79_1,smt-30,UNSAT,61,208,173,13,5,2,5,5
FASTJSON-79_1,smt-51,UNSAT,72,232,197,15,5,2,5,5
FASTJSON-79_1,smt-47,UNSAT,75,237,204,15,5,2,5,5
FASTJSON-79_1,smt-53,UNSAT,52,168,146,13,5,2,5,5
FASTJSON-79_1,smt-54,UNSAT,48,148,132,13,5,2,5,5
FASTJSON-79_1,smt-57,UNSAT,40,137,117,13,5,2,5,5
FASTJSON-79_1,smt-52,UNSAT,83,264,226,15,5,2,5,5
FASTJSON-79_1,smt-6,UNSAT,22,68,59,13,2,3,3,4
FASTJSON-79_1,smt-56,UNSAT,52,168,146,13,5,2,5,5
FASTJSON-79_1,smt-65,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-59,UNSAT,40,137,117,13,5,2,5,5
FASTJSON-79_1,smt-55,UNSAT,98,305,270,15,5,2,5,5
FASTJSON-79_1,smt-67,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-58,UNSAT,83,264,226,15,5,2,5,5
FASTJSON-79_1,smt-61,UNSAT,65,215,181,13,5,2,5,5
FASTJSON-79_1,smt-5,UNSAT,22,68,59,13,2,3,3,4
FASTJSON-79_1,smt-70,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-68,UNSAT,53,168,148,13,5,2,5,5
FASTJSON-79_1,smt-66,UNSAT,71,232,195,15,5,2,6,3
FASTJSON-79_1,smt-46,UNSAT,84,264,228,15,5,2,5,5
FASTJSON-79_1,smt-71,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-74,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-75,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-64,UNSAT,98,305,270,15,5,2,5,5
FASTJSON-79_1,smt-73,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-7,UNSAT,74,237,202,15,5,2,5,5
FASTJSON-79_1,smt-50,UNSAT,98,305,270,15,5,2,5,5
FASTJSON-79_1,smt-8,UNSAT,22,68,59,13,2,3,3,4
FASTJSON-79_1,smt-72,UNSAT,84,264,228,15,5,2,5,5
FASTJSON-79_1,smt-77,UNSAT,41,137,119,13,5,2,5,5
FASTJSON-79_1,smt-81,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-78,UNSAT,53,168,148,13,5,2,5,5
FASTJSON-79_1,smt-76,UNSAT,71,232,195,15,5,2,6,3
FASTJSON-79_1,smt-62,UNSAT,65,215,181,13,5,2,5,5
FASTJSON-79_1,smt-95,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-99,UNSAT,41,137,119,13,5,2,5,5
FASTJSON-79_1,smt-29,UNSAT,40,137,117,13,5,2,5,5
FASTJSON-79_1,smt-45,UNSAT,48,148,132,13,5,2,5,5
FASTJSON-79_1,smt-80,UNSAT,72,232,197,15,5,2,5,5
FASTJSON-79_1,smt-82,UNSAT,65,215,181,13,5,2,5,5
FASTJSON-79_1,smt-60,UNSAT,72,232,197,15,5,2,5,5
FASTJSON-79_1,smt-83,UNSAT,53,168,148,13,5,2,5,5
FASTJSON-79_1,smt-69,UNSAT,41,137,119,13,5,2,5,5
FASTJSON-79_1,smt-84,UNSAT,61,208,173,13,5,2,5,5
FASTJSON-79_1,smt-90,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-88,UNSAT,40,137,117,13,5,2,5,5
FASTJSON-79_1,smt-63,UNSAT,98,305,270,15,5,2,5,5
FASTJSON-79_1,smt-86,UNSAT,71,232,195,15,5,2,6,3
FASTJSON-79_1,smt-87,UNSAT,83,264,226,15,5,2,5,5
FASTJSON-79_1,smt-89,UNSAT,48,148,132,13,5,2,5,5
FASTJSON-79_1,smt-85,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-91,UNSAT,53,168,148,13,5,2,5,5
FASTJSON-79_1,smt-96,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-79_1,smt-9,UNSAT,74,237,202,15,5,2,5,5
FASTJSON-79_1,smt-92,UNSAT,53,168,148,13,5,2,5,5
FASTJSON-79_1,smt-79,UNSAT,61,208,173,13,5,2,5,5
FASTJSON-79_1,smt-94,UNSAT,84,264,228,15,5,2,5,5
FASTJSON-79_1,smt-98,UNSAT,75,237,204,15,5,2,5,5
FASTJSON-79_1,smt-93,UNSAT,98,305,270,15,5,2,5,5
FASTJSON-79_1,smt-97,UNSAT,72,232,197,15,5,2,5,5
FASTJSON-85_1,smt-2,SAT,3,9,8,8,0,0,0,0
FASTJSON-85_1,smt-12,SAT,25,19,36,9,0,0,0,0
FASTJSON-85_1,smt-11,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-13,SAT,21,27,39,9,0,0,0,0
FASTJSON-85_1,smt-17,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-16,SAT,22,34,44,9,0,0,0,0
FASTJSON-85_1,smt-14,SAT,22,26,45,9,0,0,0,0
FASTJSON-85_1,smt-18,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-21,SAT,13,20,27,9,0,0,0,0
FASTJSON-85_1,smt-15,SAT,31,26,69,9,0,0,0,0
FASTJSON-85_1,smt-23,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-24,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-1,SAT,7,22,20,9,0,0,0,0
FASTJSON-85_1,smt-25,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-26,SAT,30,21,42,9,0,0,0,0
FASTJSON-85_1,smt-28,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-85_1,smt-10,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-3,SAT,6,17,15,9,0,0,0,0
FASTJSON-85_1,smt-19,SAT,74,141,152,11,0,0,0,0
FASTJSON-85_1,smt-20,UNSAT,90,148,192,11,5,3,6,4
FASTJSON-85_1,smt-32,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-85_1,smt-30,UNSAT,31,26,69,9,5,3,6,4
FASTJSON-85_1,smt-31,UNSAT,32,33,74,9,5,3,6,4
FASTJSON-85_1,smt-35,UNSAT,31,26,69,9,5,3,6,4
FASTJSON-85_1,smt-36,SAT,31,26,69,9,0,0,0,0
FASTJSON-85_1,smt-22,SAT,97,146,226,11,0,0,0,0
FASTJSON-85_1,smt-38,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-37,SAT,32,33,74,9,0,0,0,0
FASTJSON-85_1,smt-4,SAT,14,24,30,9,0,0,0,0
FASTJSON-85_1,smt-40,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-39,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-29,SAT,91,146,177,11,0,0,0,0
FASTJSON-85_1,smt-34,SAT,76,141,157,11,0,0,0,0
FASTJSON-85_1,smt-33,SAT,89,141,187,11,0,0,0,0
FASTJSON-85_1,smt-41,SAT,32,33,74,9,0,0,0,0
FASTJSON-85_1,smt-27,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-49,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-46,SAT,31,33,70,9,0,0,0,0
FASTJSON-85_1,smt-5,SAT,11,24,26,9,0,0,0,0
FASTJSON-85_1,smt-58,UNSAT,90,148,192,11,5,3,6,4
FASTJSON-85_1,smt-50,UNSAT,31,26,69,9,5,3,6,4
FASTJSON-85_1,smt-47,SAT,58,141,112,11,0,0,0,0
FASTJSON-85_1,smt-45,SAT,69,148,142,11,0,0,0,0
FASTJSON-85_1,smt-52,SAT,32,33,74,9,0,0,0,0
FASTJSON-85_1,smt-48,SAT,80,141,157,11,0,0,0,0
FASTJSON-85_1,smt-55,UNSAT,31,26,69,9,5,3,6,4
FASTJSON-85_1,smt-43,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-51,UNSAT,102,146,233,11,7,2,7,4
FASTJSON-85_1,smt-44,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-56,UNSAT,90,148,192,11,5,3,6,4
FASTJSON-85_1,smt-57,SAT,82,141,168,11,0,0,0,0
FASTJSON-85_1,smt-53,SAT,92,168,181,11,0,0,0,0
FASTJSON-85_1,smt-61,SAT,39,36,108,9,0,0,0,0
FASTJSON-85_1,smt-63,SAT,27,33,60,9,0,0,0,0
FASTJSON-85_1,smt-59,UNSAT,102,146,235,11,3,2,4,4
FASTJSON-85_1,smt-66,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-64,SAT,47,43,98,9,0,0,0,0
FASTJSON-85_1,smt-9,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-42,UNSAT,18,33,42,9,10,2,9,4
FASTJSON-85_1,smt-68,UNSAT,0,0,4,1,0,0,1,1
FASTJSON-85_1,smt-6,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-54,SAT,104,146,240,11,0,0,0,0
FASTJSON-85_1,smt-7,SAT,10,17,21,9,0,0,0,0
FASTJSON-85_1,smt-67,SAT,34,28,96,9,0,0,0,0
FASTJSON-85_1,smt-70,SAT,35,33,101,9,0,0,0,0
FASTJSON-85_1,smt-72,SAT,31,26,69,9,0,0,0,0
FASTJSON-85_1,smt-71,SAT,39,33,82,9,0,0,0,0
FASTJSON-85_1,smt-74,SAT,18,33,42,9,0,0,0,0
FASTJSON-85_1,smt-65,SAT,96,141,195,11,0,0,0,0
FASTJSON-85_1,smt-73,UNSAT,50,52,126,9,4,2,5,4
FASTJSON-85_1,smt-69,SAT,72,141,147,11,0,0,0,0
FASTJSON-85_1,smt-75,SAT,41,36,111,9,0,0,0,0
FASTJSON-85_1,smt-8,SAT,13,17,25,9,0,0,0,0
FASTJSON-85_1,smt-62,SAT,17,26,37,9,0,0,0,0
FASTJSON-85_1,smt-77,SAT,39,33,82,9,0,0,0,0
FASTJSON-85_1,smt-78,SAT,32,33,74,9,0,0,0,0
FASTJSON-85_1,smt-76,SAT,32,33,74,9,0,0,0,0
FASTJSON-85_1,smt-79,SAT,31,26,69,9,0,0,0,0
FASTJSON-85_1,smt-60,SAT,90,148,192,11,0,0,0,0
FASTJSON-93_1,smt-12,SAT,11,22,24,9,0,0,0,0
FASTJSON-93_1,smt-14,SAT,11,22,24,9,0,0,0,0
FASTJSON-93_1,smt-2,SAT,11,22,24,9,0,0,0,0
FASTJSON-93_1,smt-18,SAT,11,22,24,9,0,0,0,0
FASTJSON-93_1,smt-11,SAT,16,24,33,9,0,0,0,0
FASTJSON-93_1,smt-13,SAT,18,24,37,9,0,0,0,0
FASTJSON-93_1,smt-19,SAT,18,24,37,9,0,0,0,0
FASTJSON-93_1,smt-15,SAT,21,24,42,9,0,0,0,0
FASTJSON-93_1,smt-17,SAT,18,24,37,9,0,0,0,0
FASTJSON-93_1,smt-22,SAT,19,24,37,9,0,0,0,0
FASTJSON-93_1,smt-23,SAT,13,22,25,9,0,0,0,0
FASTJSON-93_1,smt-21,SAT,24,29,47,9,0,0,0,0
FASTJSON-93_1,smt-24,SAT,6,21,19,9,0,0,0,0
FASTJSON-93_1,smt-25,UNSAT,21,24,42,9,6,3,7,4
FASTJSON-93_1,smt-16,SAT,28,38,66,9,0,0,0,0
FASTJSON-93_1,smt-26,UNSAT,13,23,31,9,6,2,6,3
FASTJSON-93_1,smt-20,SAT,43,45,97,9,0,0,0,0
FASTJSON-93_1,smt-1,SAT,14,22,31,9,0,0,0,0
FASTJSON-93_1,smt-10,SAT,18,24,37,9,0,0,0,0
FASTJSON-93_1,smt-28,UNSAT,20,24,40,9,8,3,9,3
FASTJSON-93_1,smt-3,SAT,16,22,30,9,0,0,0,0
FASTJSON-93_1,smt-29,UNSAT,21,24,40,9,8,3,9,3
FASTJSON-93_1,smt-30,UNSAT,15,22,28,9,8,3,9,3
